   105.0000     29.5830     27.7403      5.4524   -154.6113    -37.8783    203.4854   -461.9699  32 570
   135.0000     27.6105     36.0215      6.1091   -173.2316    -35.9738    204.1030   -450.0412  40 570
   165.0000     26.0369     45.4146      6.7273   -190.7634    -28.9309    206.5058   -440.6930  51 570
   195.0000     24.6931     59.0514      7.2268   -204.9260    -22.5046    210.8533   -432.8260  69 570
   225.0000     23.7913     79.1701      6.7610   -191.7168    -11.1028    219.3780   -427.6031  86 570
   255.0000     23.6212     86.9632      4.9041   -139.0642     -1.2086    231.4661   -426.6200  87 570
   285.0000     24.4710     26.9347      3.2092    -91.0017     -2.8431    231.1417   -431.5269  27 570
   315.0000     26.0425     17.3299      1.8893    -53.5730     -8.2387    208.9781   -440.7145  18 570
   345.0000     27.4510     18.2243      1.3191    -37.4050     -9.4736    186.9010   -449.0714  19 570
   375.0000     28.7038     19.0000      0.9815    -27.8309     -7.4814    182.5195   -456.6047  19 570
    15.0000     29.7390     17.2262      0.8166    -23.1562     -6.1204    185.0253   -462.8972  18 570
    45.0000     30.7607     18.0000      0.7663    -21.7305     -5.5748    193.1736   -469.1783  18 570
    75.0000     31.4071     20.2076      3.0259    -85.8037    -21.3256    202.6920   -473.1897  24 570
   105.0000     29.5866     27.7861      5.4554   -154.6954    -37.8983    203.4854   -461.9919  32 570
   135.0000     27.6167     36.1250      6.1149   -173.3963    -36.0150    204.1030   -450.0784  40 570
   165.0000     26.0453     45.6347      6.7356   -190.9970    -28.9903    206.5058   -440.7426  51 570
   195.0000     24.7049     59.5694      7.2385   -205.2579    -22.5887    210.8533   -432.8940  70 570
   225.0000     23.8086     81.8847      6.7788   -192.2223    -11.2142    219.3780   -427.7021  89 570
   255.0000     23.6457     89.0000      4.9497   -140.3562     -1.3212    231.4661   -426.7607  89 570
   285.0000     24.4781     27.8250      3.2174    -91.2335     -2.8676    231.1417   -431.5682  28 570
   315.0000     26.0459     17.3556      1.8905    -53.6080     -8.2470    208.9781   -440.7342  18 570
   345.0000     27.4528     18.2500      1.3195    -37.4169     -9.4766    186.9010   -449.0817  19 570
   375.0000     28.7050     19.0000      0.9817    -27.8364     -7.4828    182.5195   -456.6120  19 570
    15.0000     29.7398     17.2321      0.8167    -23.1585     -6.1210    185.0253   -462.9013  18 570
    45.0000     30.7613     18.0000      0.7664    -21.7323     -5.5752    193.1736   -469.1822  18 570
    75.0000     31.4075     20.2194      3.0261    -85.8088    -21.3267    202.6920   -473.1925  24 570
   105.0000     29.5878     27.8188      5.4563   -154.7226    -37.9048    203.4854   -461.9991  32 570
   135.0000     27.6202     36.2076      6.1181   -173.4884    -36.0382    204.1030   -450.0991  41 570
   165.0000     26.0514     45.7764      6.7415   -191.1643    -29.0328    206.5058   -440.7778  52 570
   195.0000     24.7139     59.8806      7.2475   -205.5138    -22.6535    210.8533   -432.9466  70 570
   225.0000     23.8199     82.9174      6.7904   -192.5530    -11.2874    219.3780   -427.7671  90 570
   255.0000     23.6571     90.0000      4.9704   -140.9417     -1.3744    231.4661   -426.8265  90 570
   285.0000     24.4817     27.8660      3.2213    -91.3438     -2.8798    231.1417   -431.5886  28 570
   315.0000     26.0476     17.3674      1.8911    -53.6262     -8.2515    208.9781   -440.7442  18 570
   345.0000     27.4540     18.2604      1.3198    -37.4250     -9.4788    186.9010   -449.0892  19 570
   375.0000     28.7062     19.0000      0.9818    -27.8417     -7.4841    182.5195   -456.6194  19 570
    15.0000     29.7409     17.2381      0.8168    -23.1627     -6.1220    185.0253   -462.9088  18 570
    45.0000     30.7621     18.0000      0.7665    -21.7350     -5.5758    193.1736   -469.1874  18 570
    75.0000     31.4083     20.2243      3.0264    -85.8179    -21.3287    202.6920   -473.1972  24 570
   105.0000     29.5892     27.8306      5.4575   -154.7549    -37.9125    203.4854   -462.0076  32 570
   135.0000     27.6223     36.2431      6.1201   -173.5445    -36.0522    204.1030   -450.1117  41 570
   165.0000     26.0534     45.8486      6.7434   -191.2191    -29.0469    206.5058   -440.7897  52 570
   195.0000     24.7171     60.0354      7.2507   -205.6031    -22.6762    210.8533   -432.9650  70 570
   225.0000     23.8240     83.5319      6.7946   -192.6723    -11.3140    219.3780   -427.7909  91 570
   255.0000     23.6572     91.0000      4.9704   -140.9440     -1.3748    231.4661   -426.8269  91 570
   285.0000     24.4817     27.8660      3.2213    -91.3438     -2.8798    231.1417   -431.5886  28 570
   315.0000     26.0476     17.3674      1.8911    -53.6262     -8.2515    208.9781   -440.7442  18 570
   345.0000     27.4540     18.2604      1.3198    -37.4250     -9.4788    186.9010   -449.0892  19 570
   375.0000     28.7062     19.0000      0.9818    -27.8417     -7.4841    182.5195   -456.6194  19 570
    15.0000     29.7409     17.2381      0.8168    -23.1627     -6.1220    185.0253   -462.9088  18 570
    45.0000     30.7621     18.0000      0.7665    -21.7350     -5.5758    193.1736   -469.1874  18 570
    75.0000     31.4083     20.2243      3.0264    -85.8179    -21.3287    202.6920   -473.1972  24 570
   105.0000     29.5892     27.8306      5.4575   -154.7549    -37.9125    203.4854   -462.0076  32 570
   135.0000     27.6223     36.2431      6.1201   -173.5445    -36.0522    204.1030   -450.1117  41 570
   165.0000     26.0534     45.8486      6.7434   -191.2191    -29.0469    206.5058   -440.7897  52 570
   195.0000     24.7171     60.0354      7.2507   -205.6031    -22.6762    210.8533   -432.9650  70 570
   225.0000     23.8243     83.7361      6.7950   -192.6810    -11.3158    219.3780   -427.7926  92 570
   255.0000     23.6572     92.0000      4.9705   -140.9445     -1.3749    231.4661   -426.8270  92 570
   285.0000     24.4817     27.8660      3.2213    -91.3438     -2.8798    231.1417   -431.5886  28 570
   315.0000     26.0476     17.3674      1.8911    -53.6262     -8.2515    208.9781   -440.7442  18 570
   345.0000     27.4540     18.2604      1.3198    -37.4250     -9.4788    186.9010   -449.0892  19 570
   375.0000     28.7062     19.0000      0.9818    -27.8417     -7.4841    182.5195   -456.6194  19 570
    15.0000     29.7409     17.2381      0.8168    -23.1627     -6.1220    185.0253   -462.9088  18 570
    45.0000     30.7621     18.0000      0.7665    -21.7350     -5.5758    193.1736   -469.1874  18 570
    75.0000     31.4083     20.2243      3.0264    -85.8179    -21.3287    202.6920   -473.1972  24 570
   105.0000     29.5892     27.8306      5.4575   -154.7549    -37.9125    203.4854   -462.0076  32 570
   135.0000     27.6223     36.2431      6.1201   -173.5445    -36.0522    204.1030   -450.1117  41 570
   165.0000     26.0534     45.8486      6.7434   -191.2191    -29.0469    206.5058   -440.7897  52 570
   195.0000     24.7171     60.0354      7.2507   -205.6031    -22.6762    210.8533   -432.9650  70 570
   225.0000     23.8243     83.8562      6.7950   -192.6830    -11.3161    219.3780   -427.7929  92 570
   255.0000     23.6572     92.0000      4.9705   -140.9449     -1.3750    231.4661   -426.8271  92 570
   285.0000     24.4817     27.8660      3.2213    -91.3438     -2.8798    231.1417   -431.5886  28 570
   315.0000     26.0476     17.3674      1.8911    -53.6262     -8.2515    208.9781   -440.7442  18 570
   345.0000     27.4540     18.2604      1.3198    -37.4250     -9.4788    186.9010   -449.0892  19 570
   375.0000     28.7062     19.0000      0.9818    -27.8417     -7.4841    182.5195   -456.6194  19 570
    15.0000     29.7409     17.2381      0.8168    -23.1627     -6.1220    185.0253   -462.9088  18 570
    45.0000     30.7621     18.0000      0.7665    -21.7350     -5.5758    193.1736   -469.1874  18 570
    75.0000     31.4083     20.2243      3.0264    -85.8179    -21.3287    202.6920   -473.1972  24 570
   105.0000     29.5892     27.8306      5.4575   -154.7549    -37.9125    203.4854   -462.0076  32 570
   135.0000     27.6223     36.2431      6.1201   -173.5445    -36.0522    204.1030   -450.1117  41 570
   165.0000     26.0534     45.8486      6.7434   -191.2191    -29.0469    206.5058   -440.7897  52 570
   195.0000     24.7171     60.0354      7.2507   -205.6031    -22.6762    210.8533   -432.9650  70 570
   225.0000     23.8245     83.9493      6.7952   -192.6873    -11.3170    219.3780   -427.7938  92 570
   255.0000     23.6572     92.0000      4.9705   -140.9454     -1.3751    231.4661   -426.8272  92 570
   285.0000     24.4817     27.8660      3.2213    -91.3438     -2.8798    231.1417   -431.5886  28 570
   315.0000     26.0476     17.3674      1.8911    -53.6262     -8.2515    208.9781   -440.7442  18 570
   345.0000     27.4540     18.2604      1.3198    -37.4250     -9.4788    186.9010   -449.0892  19 570
   375.0000     28.7062     19.0000      0.9818    -27.8417     -7.4841    182.5195   -456.6194  19 570
    15.0000     29.7409     17.2381      0.8168    -23.1627     -6.1220    185.0253   -462.9088  18 570
    45.0000     30.7621     18.0000      0.7665    -21.7350     -5.5758    193.1736   -469.1874  18 570
    75.0000     31.4083     20.2243      3.0264    -85.8179    -21.3287    202.6920   -473.1972  24 570
   105.0000     29.5892     27.8306      5.4575   -154.7549    -37.9125    203.4854   -462.0076  32 570
   135.0000     27.6223     36.2431      6.1201   -173.5445    -36.0522    204.1030   -450.1117  41 570
   165.0000     26.0534     45.8486      6.7434   -191.2191    -29.0469    206.5058   -440.7897  52 570
   195.0000     24.7171     60.0354      7.2507   -205.6031    -22.6762    210.8533   -432.9650  70 570
   225.0000     23.8245     84.0458      6.7952   -192.6873    -11.3170    219.3780   -427.7938  93 570
   255.0000     23.6572     93.0000      4.9705   -140.9454     -1.3751    231.4661   -426.8272  93 570
   285.0000     24.4817     27.8660      3.2213    -91.3438     -2.8798    231.1417   -431.5886  28 570
   315.0000     26.0476     17.3674      1.8911    -53.6262     -8.2515    208.9781   -440.7442  18 570
   345.0000     27.4540     18.2604      1.3198    -37.4250     -9.4788    186.9010   -449.0892  19 570
   375.0000     28.7062     19.0000      0.9818    -27.8417     -7.4841    182.5195   -456.6194  19 570
    15.0000     29.7409     17.2381      0.8168    -23.1627     -6.1220    185.0253   -462.9088  18 570
    45.0000     30.7621     18.0000      0.7665    -21.7350     -5.5758    193.1736   -469.1874  18 570
    75.0000     31.4083     20.2243      3.0264    -85.8179    -21.3287    202.6920   -473.1972  24 570
   105.0000     29.5892     27.8306      5.4575   -154.7549    -37.9125    203.4854   -462.0076  32 570
   135.0000     27.6223     36.2431      6.1201   -173.5445    -36.0522    204.1030   -450.1117  41 570
   165.0000     26.0534     45.8486      6.7434   -191.2191    -29.0469    206.5058   -440.7897  52 570
   195.0000     24.7171     60.0354      7.2507   -205.6031    -22.6762    210.8533   -432.9650  70 570
   225.0000     23.8245     84.0806      6.7952   -192.6886    -11.3172    219.3780   -427.7940  93 570
   255.0000     23.6572     93.0000      4.9705   -140.9456     -1.3751    231.4661   -426.8272  93 570
   285.0000     24.4817     27.8660      3.2213    -91.3438     -2.8798    231.1417   -431.5886  28 570
   315.0000     26.0476     17.3674      1.8911    -53.6262     -8.2515    208.9781   -440.7442  18 570
   345.0000     27.4540     18.2604      1.3198    -37.4250     -9.4788    186.9010   -449.0892  19 570
   375.0000     28.7062     19.0000      0.9818    -27.8417     -7.4841    182.5195   -456.6194  19 570
    15.0000     29.7409     17.2381      0.8168    -23.1627     -6.1220    185.0253   -462.9088  18 570
    45.0000     30.7621     18.0000      0.7665    -21.7350     -5.5758    193.1736   -469.1874  18 570
    75.0000     31.4083     20.2243      3.0264    -85.8179    -21.3287    202.6920   -473.1972  24 570
   105.0000     29.5892     27.8306      5.4575   -154.7549    -37.9125    203.4854   -462.0076  32 570
   135.0000     27.6223     36.2431      6.1201   -173.5445    -36.0522    204.1030   -450.1117  41 570
   165.0000     26.0534     45.8486      6.7434   -191.2191    -29.0469    206.5058   -440.7897  52 570
   195.0000     24.7171     60.0354      7.2507   -205.6031    -22.6762    210.8533   -432.9650  70 570
   225.0000     23.8245     84.1056      6.7952   -192.6888    -11.3173    219.3780   -427.7940  93 570
   255.0000     23.6572     93.0000      4.9705   -140.9459     -1.3751    231.4661   -426.8273  93 570
   285.0000     24.4817     27.8660      3.2213    -91.3438     -2.8798    231.1417   -431.5886  28 570
   315.0000     26.0476     17.3674      1.8911    -53.6262     -8.2515    208.9781   -440.7442  18 570
   345.0000     27.4540     18.2604      1.3198    -37.4250     -9.4788    186.9010   -449.0892  19 570
   375.0000     28.7062     19.0000      0.9818    -27.8417     -7.4841    182.5195   -456.6194  19 570
   405.0000     30.2154     17.0000      0.7084    -20.0870     -5.1946    193.3322   -465.8210  17 570
   430.0000     31.0383     19.1317      2.8895    -81.9361    -20.4668    203.1573   -470.9003  23 570
   465.0000     29.2939     27.4625      5.2221   -148.0805    -36.3175    204.0442   -460.2082  32 570
   495.0000     27.3877     36.3694      5.9041   -167.4201    -34.5154    204.4474   -448.7068  41 570
   525.0000     25.9348     45.9090      6.6282   -187.9513    -28.2151    206.7286   -440.0912  52 570
   555.0000     24.6503     60.3993      7.1842   -203.7185    -22.1978    210.8904   -432.5768  71 570
   585.0000     23.7848     85.2528      6.7544   -191.5323    -11.0574    219.2077   -427.5661  93 570
   615.0000     23.6448     93.0000      4.9471   -140.2815     -1.3177    231.1160   -426.7552  93 570
   645.0000     24.4727     27.8292      3.2129    -91.1075     -2.8496    230.7164   -431.5367  28 570
   675.0000     26.0354     17.3667      1.8868    -53.5019     -8.2212    208.6243   -440.6722  18 570
   705.0000     27.4408     18.2486      1.3167    -37.3379     -9.4561    186.6933   -449.0106  19 570
